日期,星期,最高温度,最低温度,天气,风向
2016/8/1, 星期一 ,34℃,26℃,阵雨,微风 小于3级
2016/8/2, 星期二 ,30℃,26℃,中雨,微风 小于3级
2016/8/3, 星期三 ,32℃,26℃,阵雨,南风 2级
2016/8/4, 星期四 ,33℃,26℃,多云,西南风 2级
2016/8/5, 星期五 ,35℃,27℃,阴,东北风 1级
2016/8/6, 星期六 ,33℃,25℃,阵雨,北风 微风
2016/8/7, 星期日 ,33℃,26℃,阵雨,西风 2级
2016/8/8, 星期一 ,32℃,25℃,阵雨,东南风 2级
2016/8/9, 星期二 ,32℃,25℃,雷阵雨,西南风 2级
2016/8/10, 星期三 ,32℃,26℃,多云,东风 3级
2016/8/11, 星期四 ,31℃,26℃,暴雨,东北风 3级
2016/8/12, 星期五 ,31℃,25℃,阵雨,东南风 2级
2016/8/13, 星期六 ,29℃,25℃,中雨,东南风 2级
2016/8/14, 星期日 ,31℃,25℃,阵雨,东风 3级
2016/8/15, 星期一 ,31℃,26℃,阵雨,东风 3级
2016/8/16, 星期二 ,30℃,26℃,阵雨,东风 3级
2016/8/17, 星期三 ,30℃,26℃,阵雨,东风 3级
2016/8/18, 星期四 ,30℃,26℃,阵雨,东南风 2级
2016/8/19, 星期五 ,31℃,26℃,阵雨,西南风 2级
2016/8/20, 星期六 ,34℃,26℃,多云,东风 1级
2016/8/21, 星期日 ,33℃,26℃,多云,东南风 2级
2016/8/22, 星期一 ,33℃,26℃,晴,东风 1级
2016/8/23, 星期二 ,34℃,26℃,多云,东风 2级
2016/8/24, 星期三 ,34℃,26℃,多云,东南风 2级
2016/8/25, 星期四 ,34℃,27℃,多云,东南风 2级
2016/8/26, 星期五 ,33℃,26℃,阵雨,北风 3级
2016/8/27, 星期六 ,32℃,26℃,阵雨,东南风 2级
2016/8/28, 星期日 ,31℃,25℃,阵雨,东风 2级
2016/8/29, 星期一 ,30℃,25℃,多云,东风 3级
2016/8/30, 星期二 ,31℃,25℃,多云,东南风 2级
2016/8/31, 星期三 ,32℃,25℃,多云,西南风 2级
2016/9/1, 星期四 ,32℃,25℃,阵雨,东南风 2级
2016/9/2, 星期五 ,31℃,26℃,阵雨,西南风 2级
2016/9/3, 星期六 ,30℃,25℃,阵雨,东风 3级
2016/9/4, 星期日 ,32℃,25℃,阴,东风 2级
2016/9/5, 星期一 ,32℃,25℃,阴,东风 2级
2016/9/6, 星期二 ,31℃,26℃,阵雨,东北风 2级
2016/9/7, 星期三 ,31℃,26℃,阵雨,南风 2级
2016/9/8, 星期四 ,31℃,25℃,阵雨,东风 2级
2016/9/9, 星期五 ,29℃,25℃,阵雨,东风 3级
2016/9/10, 星期六 ,30℃,25℃,阵雨,南风 2级
2016/9/11, 星期日 ,30℃,25℃,阵雨,南风 1级
2016/9/12, 星期一 ,30℃,24℃,阴,东北风 2级
2016/9/13, 星期二 ,32℃,25℃,多云,东北风 3级
2016/9/14, 星期三 ,31℃,24℃,阵雨,北风 4级
2016/9/15, 星期四 ,28℃,25℃,小雨,东南风 4级
2016/9/16, 星期五 ,30℃,25℃,阵雨,东南风 2级
2016/9/17, 星期六 ,32℃,25℃,阴,北风 3级
2016/9/18, 星期日 ,30℃,24℃,多云,西南风 2级
2016/9/19, 星期一 ,32℃,23℃,多云,东北风 2级
2016/9/20, 星期二 ,30℃,22℃,多云,东风 3级
2016/9/21, 星期三 ,30℃,22℃,多云,东风 3级
2016/9/22, 星期四 ,30℃,23℃,多云,东北风 4级
2016/9/23, 星期五 ,31℃,23℃,多云,东风 2级
2016/9/24, 星期六 ,31℃,23℃,晴,东风 3级
2016/9/25, 星期日 ,31℃,23℃,晴,东风 2级
2016/9/26, 星期一 ,34℃,26℃,多云,东北风 2级
2016/9/27, 星期二 ,34℃,24℃,阵雨,西北风 5级
2016/9/28, 星期三 ,28℃,24℃,大雨,东南风 4级
2016/9/29, 星期四 ,29℃,25℃,中雨,西北风 2级
2016/9/30, 星期五 ,29℃,25℃,阵雨,东南风 2级
2016/10/1, 星期六 ,32℃,25℃,多云,东风 2级
2016/10/2, 星期日 ,31℃,25℃,阵雨,东风 3级
2016/10/3, 星期一 ,32℃,25℃,阴,东南风 2级
2016/10/4, 星期二 ,31℃,25℃,多云,东南风 2级
2016/10/5, 星期三 ,31℃,25℃,多云,东北风 4级
2016/10/6, 星期四 ,30℃,25℃,阵雨,东北风 3级
2016/10/7, 星期五 ,30℃,25℃,阵雨,东风 2级
2016/10/8, 星期六 ,29℃,23℃,大雨,东北风 3级
2016/10/9, 星期日 ,23℃,20℃,阵雨,北风 4级
2016/10/10, 星期一 ,22℃,19℃,中雨,北风 3级
2016/10/11, 星期二 ,26℃,20℃,阵雨,东北风 2级
2016/10/12, 星期三 ,27℃,22℃,多云,东北风 3级
2016/10/13, 星期四 ,27℃,22℃,多云,东风 2级
2016/10/14, 星期五 ,29℃,22℃,多云,东风 2级
2016/10/15, 星期六 ,29℃,24℃,多云,东北风 3级
2016/10/16, 星期日 ,30℃,24℃,多云,东北风 2级
2016/10/17, 星期一 ,29℃,24℃,多云,东北风 3级
2016/10/18, 星期二 ,28℃,24℃,阵雨,东北风 3级
2016/10/19, 星期三 ,30℃,25℃,阴,北风 3级
2016/10/20, 星期四 ,31℃,25℃,阵雨,东风 3级
2016/10/21, 星期五 ,28℃,25℃,中雨,东南风 4级
2016/10/22, 星期六 ,30℃,24℃,阴,南风 3级
2016/10/23, 星期日 ,31℃,23℃,阵雨,东风 1级
2016/10/24, 星期一 ,26℃,22℃,阵雨,东北风 2级
2016/10/25, 星期二 ,30℃,23℃,阴,东南风 1级
2016/10/26, 星期三 ,31℃,23℃,晴,东南风 2级
2016/10/27, 星期四 ,31℃,24℃,晴,东南风 2级
2016/10/28, 星期五 ,32℃,24℃,多云,东南风 2级
2016/10/29, 星期六 ,26℃,21℃,多云,东北风 4级
2016/10/30, 星期日 ,26℃,20℃,多云,北风 3级
2016/10/31, 星期一 ,27℃,21℃,多云,东风 3级
2016/11/1, 星期二 ,25℃,19℃,多云,北风 4级
2016/11/2, 星期三 ,24℃,17℃,多云,东北风 3级
2016/11/3, 星期四 ,24℃,17℃,多云,东北风 3级
2016/11/4, 星期五 ,24℃,17℃,多云,东风 2级
2016/11/5, 星期六 ,26℃,19℃,多云,东风 1级
2016/11/6, 星期日 ,27℃,21℃,多云,东风 2级
2016/11/7, 星期一 ,27℃,20℃,多云,东风 3级
2016/11/8, 星期二 ,28℃,18℃,阵雨,东北风 3级
2016/11/9, 星期三 ,20℃,17℃,阴,东北风 3级
2016/11/10, 星期四 ,22℃,15℃,阵雨,北风 3级
2016/11/11, 星期五 ,23℃,17℃,多云,东北风 2级
2016/11/12, 星期六 ,26℃,19℃,多云,东风 3级
2016/11/13, 星期日 ,28℃,20℃,多云,东南风 2级
2016/11/14, 星期一 ,29℃,21℃,多云,西北风 2级
2016/11/15, 星期二 ,27℃,20℃,多云,东北风 3级
2016/11/16, 星期三 ,27℃,19℃,晴,东风 3级
2016/11/17, 星期四 ,27℃,20℃,晴,东南风 1级
2016/11/18, 星期五 ,27℃,20℃,多云,东南风 1级
2016/11/19, 星期六 ,27℃,21℃,阴,东风 2级
2016/11/20, 星期日 ,26℃,21℃,阵雨,东北风 3级
2016/11/21, 星期一 ,24℃,20℃,中雨,北风 2级
2016/11/22, 星期二 ,24℃,18℃,阵雨,东风 2级
2016/11/23, 星期三 ,20℃,15℃,阵雨,东北风 3级
2016/11/24, 星期四 ,19℃,15℃,阴,东北风 3级
2016/11/25, 星期五 ,20℃,14℃,阵雨,东北风 3级
2016/11/26, 星期六 ,20℃,14℃,大雨,北风 2级
2016/11/27, 星期日 ,18℃,12℃,阵雨,东北风 2级
2016/11/28, 星期一 ,19℃,13℃,多云,东北风 3级
2016/11/29, 星期二 ,20℃,15℃,多云,东北风 3级
2016/11/30, 星期三 ,22℃,16℃,阴,东风 2级
2016/12/1, 星期四 ,21℃,15℃,多云,东北风 3级
2016/12/2, 星期五 ,21℃,15℃,多云,东北风 4级
2016/12/3, 星期六 ,21℃,16℃,多云,东风 2级
2016/12/4, 星期日 ,23℃,17℃,阴,东风 2级
2016/12/5, 星期一 ,24℃,17℃,多云,东风 2级
2016/12/6, 星期二 ,20℃,11℃,多云,东北风 3级
2016/12/7, 星期三 ,20℃,13℃,多云,东风 3级
2016/12/8, 星期四 ,22℃,13℃,多云,东风 2级
2016/12/9, 星期五 ,23℃,14℃,晴,东北风 3级
2016/12/10, 星期六 ,22℃,15℃,多云,东风 2级
2016/12/11, 星期日 ,20℃,15℃,多云,东北风 2级
2016/12/12, 星期一 ,23℃,15℃,多云,东风 2级
2016/12/13, 星期二 ,24℃,16℃,多云,东风 3级
2016/12/14, 星期三 ,19℃,12℃,阴,东风 3级
2016/12/15, 星期四 ,16℃,9℃,多云,东风 2级
2016/12/16, 星期五 ,15℃,9℃,晴,东风 3级
2016/12/17, 星期六 ,19℃,10℃,晴,东北风 3级
2016/12/18, 星期日 ,22℃,14℃,晴,东风 2级
2016/12/19, 星期一 ,24℃,15℃,晴,东风 1级
2016/12/20, 星期二 ,25℃,18℃,晴,东风 2级
2016/12/21, 星期三 ,25℃,18℃,中雨,西风 1级
2016/12/22, 星期四 ,23℃,13℃,阵雨,东北风 2级
2016/12/23, 星期五 ,19℃,12℃,晴,东北风 3级
2016/12/24, 星期六 ,16℃,13℃,阵雨,东北风 2级
2016/12/25, 星期日 ,21℃,16℃,多云,东北风 3级
2016/12/26, 星期一 ,24℃,16℃,多云,东风 2级
2016/12/27, 星期二 ,19℃,9℃,阴,北风 3级
2016/12/28, 星期三 ,13℃,10℃,阴,东北风 3级
2016/12/29, 星期四 ,16℃,10℃,多云,东北风 4级
2016/12/30, 星期五 ,19℃,11℃,多云,东北风 2级
2016/12/31, 星期六 ,22℃,14℃,多云,东风 2级
2017/1/1, 星期日 ,23℃,15℃,晴,东风 2级
2017/1/2, 星期一 ,24℃,15℃,多云,东风 2级
2017/1/3, 星期二 ,23℃,15℃,多云,东风 2级
2017/1/4, 星期三 ,24℃,16℃,多云,东风 1级
2017/1/5, 星期四 ,24℃,17℃,多云,东南风 2级
2017/1/6, 星期五 ,23℃,17℃,多云,东风 2级
2017/1/7, 星期六 ,22℃,17℃,阴,南风 1级
2017/1/8, 星期日 ,24℃,15℃,多云,东风 3级
2017/1/9, 星期一 ,19℃,12℃,多云,东北风 1级
2017/1/10, 星期二 ,19℃,12℃,多云,东风 1级
2017/1/11, 星期三 ,20℃,14℃,多云,东风 2级
2017/1/12, 星期四 ,18℃,14℃,阴,东风 2级
2017/1/13, 星期五 ,15℃,12℃,阵雨,东风 3级
2017/1/14, 星期六 ,14℃,10℃,阴,东北风 2级
2017/1/15, 星期日 ,14℃,10℃,阴,北风 3级
2017/1/16, 星期一 ,17℃,12℃,多云,东风 3级
2017/1/17, 星期二 ,18℃,13℃,阴,东风 3级
2017/1/18, 星期三 ,18℃,15℃,阴,北风 微风
2017/1/19, 星期四 ,19℃,14℃,阴,东风 3级
2017/1/20, 星期五 ,15℃,9℃,阴,东风 3级
2017/1/21, 星期六 ,15℃,8℃,多云,东风 2级
2017/1/22, 星期日 ,17℃,8℃,晴,东北风 2级
2017/1/23, 星期一 ,16℃,9℃,晴,东风 2级
2017/1/24, 星期二 ,18℃,10℃,晴,东北风 4级
2017/1/25, 星期三 ,18℃,10℃,多云,东风 2级
2017/1/26, 星期四 ,18℃,9℃,多云,东风 2级
2017/1/27, 星期五 ,20℃,12℃,晴,东风 3级
2017/1/28, 星期六 ,21℃,14℃,多云,东风 2级
2017/1/29, 星期日 ,20℃,15℃,阵雨,西风 1级
2017/1/30, 星期一 ,18℃,11℃,阵雨,东北风 3级
2017/1/31, 星期二 ,17℃,11℃,多云,东风 2级
2017/2/1, 星期三 ,18℃,10℃,多云,东风 3级
2017/2/2, 星期四 ,18℃,10℃,多云,东北风 2级
2017/2/3, 星期五 ,20℃,12℃,多云,东北风 1级
2017/2/4, 星期六 ,21℃,14℃,多云,东南风 2级
2017/2/5, 星期日 ,20℃,12℃,阴,东风 3级
2017/2/6, 星期一 ,19℃,10℃,晴,东风 3级
2017/2/7, 星期二 ,19℃,11℃,晴,东风 2级
2017/2/8, 星期三 ,18℃,10℃,阴,东风 2级
2017/2/9, 星期四 ,16℃,7℃,多云,北风 4级
2017/2/10, 星期五 ,16℃,7℃,多云,东风 2级
2017/2/11, 星期六 ,16℃,7℃,晴,东风 3级
2017/2/12, 星期日 ,17℃,8℃,晴,东北风 2级
2017/2/13, 星期一 ,19℃,9℃,晴,东风 2级
2017/2/14, 星期二 ,20℃,10℃,晴,东北风 3级
2017/2/15, 星期三 ,21℃,11℃,晴,东风 3级
2017/2/16, 星期四 ,23℃,12℃,晴,东北风 1级
2017/2/17, 星期五 ,25℃,13℃,晴,东风 1级
2017/2/18, 星期六 ,21℃,12℃,多云,东风 3级
2017/2/19, 星期日 ,22℃,14℃,多云,北风 微风
2017/2/20, 星期一 ,20℃,14℃,阵雨,东风 2级
2017/2/21, 星期二 ,19℃,13℃,阴,东风 2级
2017/2/22, 星期三 ,19℃,15℃,大雨,东风 1级
2017/2/23, 星期四 ,15℃,9℃,阵雨,东北风 2级
2017/2/24, 星期五 ,10℃,8℃,阵雨,东风 2级
2017/2/25, 星期六 ,11℃,8℃,阵雨,东风 3级
2017/2/26, 星期日 ,15℃,9℃,阴,东风 2级
2017/2/27, 星期一 ,17℃,10℃,多云,东风 3级
2017/2/28, 星期二 ,18℃,10℃,多云,东风 3级
2017/3/1, 星期三 ,21℃,10℃,多云,东南风 2级
2017/3/2, 星期四 ,19℃,9℃,晴,东风 4级
2017/3/3, 星期五 ,18℃,10℃,晴,东南风 3级
2017/3/6, 星期一 ,18℃,12℃,阴,东北风 3级
2017/3/7, 星期二 ,15℃,12℃,阵雨,东风 2级
2017/3/8, 星期三 ,15℃,10℃,阵雨,东风 2级
2017/3/9, 星期四 ,17℃,13℃,阵雨,东风 2级
2017/3/10, 星期五 ,16℃,13℃,中雨,东北风 1级
2017/3/11, 星期六 ,21℃,15℃,阴,东南风 3级
2017/3/12, 星期日 ,22℃,15℃,多云,东风 1级
2017/3/13, 星期一 ,25℃,12℃,多云,东风 3级
2017/3/14, 星期二 ,14℃,11℃,阴,东北风 2级
2017/3/15, 星期三 ,15℃,12℃,阵雨,东风 2级
2017/3/16, 星期四 ,17℃,11℃,阵雨,东风 1级
2017/3/17, 星期五 ,18℃,13℃,阴,东风 1级
2017/3/18, 星期六 ,20℃,15℃,阵雨,西北风 1级
2017/3/19, 星期日 ,18℃,14℃,阵雨,东风 1级
2017/3/20, 星期一 ,24℃,16℃,多云,东南风 2级
2017/3/21, 星期二 ,21℃,13℃,阴,东风 3级
2017/3/22, 星期三 ,18℃,14℃,阵雨,东南风 1级
2017/3/23, 星期四 ,22℃,14℃,多云,东风 3级
2017/3/24, 星期五 ,22℃,15℃,多云,东南风 2级
2017/3/25, 星期六 ,17℃,13℃,阵雨,东风 3级
2017/3/26, 星期日 ,18℃,10℃,阴,北风 2级
2017/3/27, 星期一 ,22℃,12℃,多云,东南风 4级
2017/3/28, 星期二 ,23℃,15℃,晴,东南风 2级
2017/3/29, 星期三 ,23℃,16℃,阵雨,东风 3级
2017/3/30, 星期四 ,25℃,18℃,多云,东南风 3级
2017/3/31, 星期五 ,23℃,12℃,中雨,东风 6级
2017/4/1, 星期六 ,21℃,12℃,多云,东风 4级
2017/4/2, 星期日 ,22℃,12℃,晴,东风 4级
2017/4/3, 星期一 ,23℃,13℃,晴,东南风 5级
2017/4/4, 星期二 ,24℃,16℃,晴,东南风 3级
2017/4/5, 星期三 ,25℃,18℃,多云,南风 3级
2017/4/6, 星期四 ,25℃,20℃,阵雨,西南风 4级
2017/4/7, 星期五 ,26℃,20℃,阵雨,东南风 3级
2017/4/8, 星期六 ,28℃,21℃,多云,东南风 4级
2017/4/9, 星期日 ,30℃,21℃,多云,西南风 4级
2017/4/10, 星期一 ,28℃,21℃,多云,西南风 5级
2017/4/11, 星期二 ,29℃,16℃,阴,东风 4级
2017/4/12, 星期三 ,21℃,15℃,阴,东风 4级
2017/4/13, 星期四 ,22℃,16℃,阴,东北风 3级
2017/4/14, 星期五 ,26℃,18℃,阴,北风 1级
2017/4/15, 星期六 ,20℃,0℃,多云,无持续风向 小于3级
2017/4/16, 星期日 ,29℃,22℃,多云,南风 4级
2017/4/17, 星期一 ,30℃,22℃,多云,西风 4级
2017/4/18, 星期二 ,31℃,22℃,阵雨,南风 2级
2017/4/19, 星期三 ,29℃,23℃,中雨,东南风 3级
2017/4/20, 星期四 ,29℃,22℃,阴,西南风 3级
2017/4/21, 星期五 ,28℃,18℃,暴雨,东南风 3级
2017/4/22, 星期六 ,22℃,15℃,阴,东北风 3级
2017/4/23, 星期日 ,24℃,15℃,多云,东风 5级
2017/4/24, 星期一 ,25℃,18℃,多云,东风 4级
2017/4/25, 星期二 ,24℃,19℃,小雨,西南风 1级
2017/4/26, 星期三 ,28℃,18℃,雷阵雨,东风 3级
2017/4/27, 星期四 ,18℃,15℃,阵雨,东北风 4级
2017/4/28, 星期五 ,24℃,14℃,晴,东南风 4级
2017/4/29, 星期六 ,25℃,16℃,晴,东南风 2级
2017/4/30, 星期日 ,27℃,19℃,晴,东南风 3级
2017/5/1, 星期一 ,27℃,21℃,多云,东南风 4级
2017/5/2, 星期二 ,29℃,22℃,阵雨,东南风 3级
2017/5/3, 星期三 ,26℃,21℃,多云,东南风 3级
2017/5/4, 星期四 ,28℃,22℃,阵雨,东南风 3级
2017/5/5, 星期五 ,28℃,22℃,雷阵雨,东南风 2级
2017/5/6, 星期六 ,27℃,21℃,阴,东南风 5级
2017/5/7, 星期日 ,28℃,20℃,多云,东南风 5级
2017/5/8, 星期一 ,29℃,23℃,多云,东南风 2级
2017/5/9, 星期二 ,31℃,22℃,多云,东南风 3级
2017/5/10, 星期三 ,30℃,21℃,阴,东北风 2级
2017/5/11, 星期四 ,31℃,23℃,阴,东南风 3级
2017/5/12, 星期五 ,31℃,24℃,阵雨,西南风 3级
2017/5/13, 星期六 ,28℃,22℃,中雨,东南风 3级
2017/5/14, 星期日 ,29℃,22℃,多云,东南风 3级
2017/5/15, 星期一 ,26℃,20℃,大雨,东北风 4级
2017/5/16, 星期二 ,25℃,19℃,阵雨,东风 3级
2017/5/17, 星期三 ,27℃,20℃,多云,东风 5级
2017/5/18, 星期四 ,29℃,21℃,阴,东风 4级
2017/5/19, 星期五 ,29℃,22℃,多云,东风 4级
2017/5/20, 星期六 ,29℃,21℃,阵雨,东风 4级
2017/5/21, 星期日 ,29℃,22℃,多云,东南风 4级
2017/5/22, 星期一 ,29℃,23℃,多云,东风 4级
2017/5/23, 星期二 ,30℃,23℃,多云,西南风 2级
2017/5/24, 星期三 ,29℃,23℃,中雨,北风 3级
2017/5/25, 星期四 ,26℃,21℃,小雨,东风 4级
2017/5/26, 星期五 ,27℃,21℃,阴,北风 5级
2017/5/27, 星期六 ,29℃,22℃,多云,东风 4级
2017/5/28, 星期日 ,30℃,22℃,多云,东风 4级
2017/5/29, 星期一 ,30℃,22℃,多云,东风 5级
2017/5/30, 星期二 ,30℃,23℃,多云,东南风 3级
2017/5/31, 星期三 ,32℃,24℃,多云,西南风 3级
2017/6/1, 星期四 ,31℃,25℃,阴,西南风 4级
2017/6/2, 星期五 ,30℃,23℃,大雨,西北风 2级
2017/6/3, 星期六 ,26℃,23℃,中雨,东风 3级
2017/6/4, 星期日 ,26℃,23℃,阵雨,东风 2级
2017/6/5, 星期一 ,27℃,22℃,阵雨,东风 2级
2017/6/6, 星期二 ,30℃,24℃,阵雨,东南风 2级
2017/6/7, 星期三 ,32℃,25℃,雷阵雨,西北风 2级
2017/6/8, 星期四 ,30℃,25℃,阴,东南风 3级
2017/6/9, 星期五 ,32℃,25℃,多云,东南风 3级
2017/6/10, 星期六 ,33℃,25℃,多云,南风 4级
2017/6/11, 星期日 ,33℃,26℃,多云,南风 1级
2017/6/12, 星期一 ,32℃,26℃,阵雨,东南风 5级
2017/6/13, 星期二 ,29℃,25℃,中雨,南风 5级
2017/6/14, 星期三 ,29℃,23℃,中雨,东风 3级
2017/6/15, 星期四 ,25℃,22℃,小雨,东风 2级
2017/6/16, 星期五 ,25℃,21℃,中雨,东风 3级
2017/6/17, 星期六 ,24℃,22℃,中雨,东风 4级
2017/6/18, 星期日 ,23℃,21℃,中雨,东风 3级
2017/6/19, 星期一 ,28℃,23℃,中雨,南风 4级
2017/6/20, 星期二 ,30℃,25℃,中雨,南风 4级
2017/6/21, 星期三 ,30℃,25℃,阵雨,南风 5级
2017/6/22, 星期四 ,32℃,26℃,阴,南风 4级
2017/6/23, 星期五 ,33℃,26℃,多云,西南风 4级
2017/6/24, 星期六 ,33℃,26℃,多云,南风 5级
2017/6/25, 星期日 ,33℃,26℃,多云,西南风 3级
2017/6/26, 星期一 ,33℃,26℃,多云,西南风 5级
2017/6/27, 星期二 ,33℃,26℃,多云,南风 4级
2017/6/28, 星期三 ,33℃,26℃,多云,东南风 2级
2017/6/29, 星期四 ,33℃,25℃,多云,西南风 1级
2017/6/30, 星期五 ,31℃,25℃,多云,东南风 3级
2017/7/1, 星期六 ,30℃,25℃,阵雨,南风 2级
2017/7/2, 星期日 ,31℃,25℃,阵雨,南风 2级
2017/7/3, 星期一 ,32℃,25℃,阵雨,西南风 3级
2017/7/4, 星期二 ,31℃,26℃,多云,东南风 3级
2017/7/5, 星期三 ,30℃,25℃,阵雨,北风 2级
2017/7/6, 星期四 ,30℃,25℃,中雨,东南风 3级
2017/7/7, 星期五 ,30℃,25℃,阵雨,东南风 3级
2017/7/8, 星期六 ,30℃,25℃,阵雨,东南风 1级
2017/7/9, 星期日 ,32℃,26℃,多云,西南风 2级
2017/7/10, 星期一 ,32℃,26℃,多云,南风 1级
2017/7/11, 星期二 ,33℃,26℃,多云,西南风 2级
2017/7/12, 星期三 ,33℃,26℃,多云,南风 2级
2017/7/13, 星期四 ,34℃,26℃,多云,南风 2级
2017/7/14, 星期五 ,33℃,26℃,多云,西南风 2级
2017/7/15, 星期六 ,33℃,26℃,多云,西南风 2级
2017/7/16, 星期日 ,35℃,25℃,多云,东南风 2级
2017/7/17, 星期一 ,29℃,25℃,大雨,西北风 2级
2017/7/18, 星期二 ,31℃,25℃,阵雨,东北风 微风
2017/7/19, 星期三 ,33℃,26℃,多云,东南风 3级
2017/7/20, 星期四 ,33℃,25℃,多云,南风 2级
2017/7/21, 星期五 ,34℃,26℃,多云,南风 1级
2017/7/22, 星期六 ,35℃,27℃,晴,东风 4级
2017/7/23, 星期日 ,34℃,26℃,多云,西南风 2级
2017/7/24, 星期一 ,35℃,27℃,晴,西南风 2级
2017/7/25, 星期二 ,35℃,27℃,晴,东南风 2级
2017/7/26, 星期三 ,34℃,26℃,晴,东南风 2级
2017/7/27, 星期四 ,34℃,26℃,晴,东南风 2级
2017/7/28, 星期五 ,35℃,27℃,晴,东风 4级
2017/7/29, 星期六 ,36℃,27℃,阴,东北风 3级
2017/7/30, 星期日 ,29℃,26℃,暴雨,东风 1级
2017/7/31, 星期一 ,29℃,26℃,暴雨,西南风 3级
2017/8/1, 星期二 ,29℃,25℃,大雨,东南风 2级
2017/8/2, 星期三 ,31℃,26℃,阵雨,东南风 3级
2017/8/3, 星期四 ,31℃,26℃,阴,东南风 3级
2017/8/4, 星期五 ,32℃,26℃,多云,南风 2级
2017/8/5, 星期六 ,34℃,26℃,晴,西南风 2级
2017/8/6, 星期日 ,35℃,27℃,晴,南风 2级
2017/8/7, 星期一 ,34℃,27℃,多云,西南风 2级
2017/8/8, 星期二 ,34℃,27℃,多云,西南风 3级
2017/8/9, 星期三 ,34℃,27℃,多云,南风 3级
2017/8/10, 星期四 ,34℃,27℃,多云,西南风 2级
2017/8/11, 星期五 ,34℃,26℃,多云,西南风 2级
